Stimulus,Variant,Seconds,Node0,Node1,Label
light,classicLSTM,3,1.190192699,-3.06559515,0
light,classicLSTM,3,1.480520964,-3.317955494,0
light,classicLSTM,3,2.396636963,-4.112129211,0
light,classicLSTM,3,-2.028742075,-0.287583172,1
light,classicLSTM,3,2.68909955,-4.352122307,0
light,classicLSTM,3,-3.129082918,0.653535605,1
light,classicLSTM,3,2.695088863,-4.357419491,0
light,classicLSTM,3,-2.162351131,-0.132436156,1
light,classicLSTM,3,1.513311625,-3.345324039,0
light,classicLSTM,3,2.452422857,-4.154574394,0
light,classicLSTM,3,1.55622983,-3.388443708,0
light,classicLSTM,3,0.796254218,-2.70028019,0
light,classicLSTM,3,2.257022619,-3.991119862,0
light,classicLSTM,3,2.37168479,-4.089776993,0
light,classicLSTM,3,-2.781134129,0.367188692,1
light,classicLSTM,3,2.078149319,-3.802664757,0
light,classicLSTM,3,1.92145133,-3.708361149,0
light,classicLSTM,3,2.454478502,-4.16324234,0
light,classicLSTM,3,2.18687129,-3.927133322,0
light,classicLSTM,3,1.854952335,-3.629041672,0
light,classicLSTM,3,1.950362921,-3.731976748,0
light,classicLSTM,3,1.364191055,-3.193583012,0
light,classicLSTM,3,2.161363125,-3.909154177,0
light,classicLSTM,3,2.308576107,-4.034423828,0
light,classicLSTM,3,1.512392282,-3.350678444,0
light,classicLSTM,3,2.028746843,-3.79460454,0
light,classicLSTM,3,1.771109819,-3.571962357,0
light,classicLSTM,3,-0.634011626,-1.460356236,0
light,classicLSTM,3,2.581575871,-4.267388344,0
light,classicLSTM,3,1.232539892,-3.092235565,0
light,classicLSTM,3,-2.905588388,0.453737855,1
light,classicLSTM,3,0.229474723,-2.188139439,0
light,classicLSTM,3,1.211909056,-3.112636089,0
light,classicLSTM,3,-3.186267138,0.680506468,1
light,classicLSTM,3,2.598816156,-4.280558586,0
light,classicLSTM,3,-2.090919971,-0.174909234,1
light,classicLSTM,3,4.383646011,-4.07013607,0
light,classicLSTM,3,2.736033916,-2.829094172,0
light,classicLSTM,3,2.989853859,-3.043571234,0
light,classicLSTM,3,4.788371563,-4.43040514,1
light,classicLSTM,3,-0.995985031,0.350448728,1
light,classicLSTM,3,2.602360725,-2.714429379,0
light,classicLSTM,3,-0.262790382,-0.283828199,1
light,classicLSTM,3,3.332144737,-3.332804203,0
light,classicLSTM,3,2.826799393,-2.906078339,0
light,classicLSTM,3,0.054116726,-0.550103486,1
light,classicLSTM,3,3.099747658,-3.137493849,0
light,classicLSTM,3,2.270815372,-2.431542873,0
light,classicLSTM,3,1.978028417,-2.172164679,0
light,classicLSTM,3,2.074391842,-2.259019136,0
light,classicLSTM,3,3.390969276,-3.379598618,0
light,classicLSTM,3,2.63684845,-2.740559101,0
light,classicLSTM,3,3.216151714,-3.23632431,0
light,classicLSTM,3,-0.347828031,-0.1905635,1
light,classicLSTM,3,3.922113895,-3.703425407,1
light,classicLSTM,3,2.865803242,-2.939338446,0
light,classicLSTM,3,1.325321317,-1.594268084,0
light,classicLSTM,3,4.091145039,-3.962220192,0
light,classicLSTM,3,2.066721916,-2.234566212,0
light,classicLSTM,3,2.253112793,-2.405564785,0
light,classicLSTM,3,1.39213264,-1.6476686,0
light,classicLSTM,3,2.732070446,-2.824726582,0
light,classicLSTM,3,3.230893135,-3.244442463,0
light,classicLSTM,3,2.495892525,-2.620233774,0
light,classicLSTM,3,3.591845989,-3.549150467,0
light,classicLSTM,3,0.311688304,-0.747756302,1
light,classicLSTM,3,2.688340664,-2.788317442,0
light,classicLSTM,3,2.434810162,-2.565742493,0
light,classicLSTM,3,3.10429287,-3.141415834,0
light,classicLSTM,3,2.304587841,-2.458349943,0
light,classicLSTM,3,2.678198338,-2.780278444,0
light,classicLSTM,3,3.22244978,-3.242499352,0
light,classicLSTM,3,1.770636678,-1.993820667,0
light,classicLSTM,3,-1.096120954,0.442767948,1
light,classicLSTM,3,3.756394863,-3.685430527,0
light,classicLSTM,3,3.38647604,-3.375472069,0
light,classicLSTM,3,2.054563999,-3.32762289,0
light,classicLSTM,3,2.342955589,-3.566505432,0
light,classicLSTM,3,-3.055822849,0.592535853,1
light,classicLSTM,3,0.308944285,-1.929157257,0
light,classicLSTM,3,2.695712566,-3.843056202,0
light,classicLSTM,3,2.849173546,-3.960760117,0
light,classicLSTM,3,-3.158298016,0.712338209,1
light,classicLSTM,3,3.117031097,-4.17943573,0
light,classicLSTM,3,2.463937044,-3.661989689,0
light,classicLSTM,3,2.092857361,-3.367340088,0
light,classicLSTM,3,5.783080578,-5.881649494,0
light,classicLSTM,3,2.379118443,-3.5960536,0
light,classicLSTM,3,2.197178364,-3.44396019,0
light,classicLSTM,3,1.852482319,-3.141583443,0
light,classicLSTM,3,2.301311731,-3.528490067,0
light,classicLSTM,3,1.915261745,-3.233057022,0
light,classicLSTM,3,2.340119123,-3.564836025,0
light,classicLSTM,3,3.221933126,-4.242671013,0
light,classicLSTM,3,2.537245989,-3.718093872,0
light,classicLSTM,3,2.616509914,-3.780527592,0
light,classicLSTM,3,-2.53235817,0.234704733,1
light,classicLSTM,3,2.35879159,-3.566138744,0
light,classicLSTM,3,1.661719799,-3.029947758,0
light,classicLSTM,3,2.31962204,-3.548157692,0
light,classicLSTM,3,2.558487177,-3.735227108,0
light,classicLSTM,3,-2.359650612,0.045193136,1
light,classicLSTM,3,2.635909081,-3.794328213,0
light,classicLSTM,3,2.242149353,-3.484492779,0
light,classicLSTM,3,2.173028469,-3.431000233,0
light,classicLSTM,3,2.810731649,-3.928448677,0
light,classicLSTM,3,2.103647232,-3.373456955,0
light,classicLSTM,3,-2.808072329,0.433102369,1
light,classicLSTM,3,2.265230179,-3.500320911,0
light,classicLSTM,3,3.187060833,-3.987014294,0
light,classicLSTM,3,2.173733711,-3.421393394,0
light,classicLSTM,3,2.204979897,-3.456104279,0
light,classicLSTM,3,1.396563768,-2.809073925,0
light,classicLSTM,3,-2.41641593,0.159026504,1
light,classicLSTM,3,2.142745256,-3.390370846,0
light,classicLSTM,3,2.139617443,-3.410146713,0
light,classicLSTM,3,-2.837254286,0.487784147,1
light,classicLSTM,3,2.317151785,-3.549128056,0
light,classicLSTM,3,1.452967644,-2.850873947,0
light,classicLSTM,3,2.276677847,-3.511187077,0
light,classicLSTM,3,3.985102177,-4.669150829,0
light,classicLSTM,3,-2.960796118,0.541848064,1
light,classicLSTM,3,0.623481453,-2.180825949,0
light,classicLSTM,3,2.048366547,-3.329600334,0
light,classicLSTM,3,2.589021921,-3.76937151,0
light,classicLSTM,3,1.357418299,-2.77371645,0
light,classicLSTM,3,1.518006325,-2.9063344,0
light,classicLSTM,3,-2.736588955,0.328877688,1
light,classicLSTM,3,1.493050814,-2.917128563,0
light,classicLSTM,3,2.090931416,-3.371202946,0
light,classicLSTM,3,-2.395850182,0.124917507,1
light,classicLSTM,3,2.805144072,-3.92727232,0
light,classicLSTM,3,-2.656378269,0.348417759,1
light,classicLSTM,3,2.174525023,-3.428587437,0
light,classicLSTM,3,-2.526742697,0.183602989,1
light,classicLSTM,3,1.827787399,-3.161141396,0
light,classicLSTM,3,3.817572832,-3.892033577,0
light,classicLSTM,3,3.331914663,-3.374907494,0
light,classicLSTM,3,3.211413145,-3.224843502,0
light,classicLSTM,3,-1.433944941,1.894289374,1
light,classicLSTM,3,3.61602807,-3.670988083,0
light,classicLSTM,3,3.551405191,-3.609955311,0
light,classicLSTM,3,-1.381150723,1.884572744,1
light,classicLSTM,3,2.0504632,-2.002632141,0
light,classicLSTM,3,3.399793148,-3.431065559,0
light,classicLSTM,3,0.658746481,-0.581231475,0
light,classicLSTM,3,2.719679356,-2.711367607,0
light,classicLSTM,3,-1.855370283,2.332077026,1
light,classicLSTM,3,3.583747149,-3.633996487,0
light,classicLSTM,3,1.96975565,-1.963867307,0
light,classicLSTM,3,2.932995558,-2.935756683,0
light,classicLSTM,3,-2.143334866,2.644644737,1
light,classicLSTM,3,3.178102016,-3.200888634,0
light,classicLSTM,3,1.676012993,-1.627746224,0
light,classicLSTM,3,1.032992363,-0.999858379,0
light,classicLSTM,3,1.752135515,-1.710161805,0
light,classicLSTM,3,3.352811813,-3.382659912,0
light,classicLSTM,3,-1.626507282,2.040903091,1
light,classicLSTM,3,3.271247387,-3.300632,0
light,classicLSTM,3,3.033689499,-3.039749622,0
light,classicLSTM,3,2.468051195,-2.444080353,0
light,classicLSTM,3,2.853571892,-2.851843357,0
light,classicLSTM,3,2.897041321,-2.907698631,0
light,classicLSTM,3,3.419188976,-3.47636652,0
light,classicLSTM,3,3.992799997,-4.087678909,0
light,classicLSTM,3,2.417894602,-2.384374619,0
light,classicLSTM,3,1.737450361,-1.688709855,0
light,classicLSTM,3,2.753773689,-2.745145321,0
light,classicLSTM,3,-1.967645407,2.410278797,1
light,classicLSTM,3,2.053812265,-2.020628452,0
light,classicLSTM,3,3.350047112,-3.381272793,0
light,classicLSTM,3,-1.998688936,2.548836708,1
light,classicLSTM,3,-2.013655901,2.521494865,1
light,classicLSTM,3,2.750887632,-2.750217915,0
light,classicLSTM,3,0.570566356,-0.432227135,0
light,classicLSTM,3,2.237627983,-2.194728851,0
light,classicLSTM,3,1.796780944,-2.245047808,0
light,classicLSTM,3,-2.129995823,2.760492325,1
light,classicLSTM,3,1.45294106,-1.835775733,0
light,classicLSTM,3,2.842894554,-3.456611156,0
light,classicLSTM,3,2.651790619,-3.238994837,0
light,classicLSTM,3,3.031340599,-3.679922581,0
light,classicLSTM,3,2.697532415,-3.338428259,0
light,classicLSTM,3,2.366889238,-2.90565753,0
light,classicLSTM,3,2.394552708,-2.9650352,0
light,classicLSTM,3,2.355523348,-2.90171051,0
light,classicLSTM,3,-1.384301424,1.713101387,1
light,classicLSTM,3,2.490178823,-3.149577856,0
light,classicLSTM,3,2.427927732,-2.989194155,0
light,classicLSTM,3,-1.639775515,2.025428772,1
light,classicLSTM,3,2.512393951,-3.067546606,0
light,classicLSTM,3,2.36816144,-2.915641785,0
light,classicLSTM,3,2.315043449,-2.879809856,0
light,classicLSTM,3,1.928163409,-2.447038889,0
light,classicLSTM,3,-1.719461203,2.148344755,1
light,classicLSTM,3,2.277881622,-2.815822601,0
light,classicLSTM,3,-1.571518898,1.9602983,1
light,classicLSTM,3,2.933693171,-3.571666956,0
light,classicLSTM,3,2.700377464,-3.295085907,0
light,classicLSTM,3,1.770672917,-2.20269537,0
light,classicLSTM,3,1.759536624,-2.188269377,0
light,classicLSTM,3,2.43747139,-3.014186859,0
light,classicLSTM,3,2.547768831,-3.118991852,0
light,classicLSTM,3,2.310957909,-2.861156702,0
light,classicLSTM,3,-1.260122657,1.576426387,1
light,classicLSTM,3,2.099102497,-2.618783951,0
light,classicLSTM,3,3.142050028,-4.049750328,0
light,classicLSTM,3,3.186626196,-3.984329462,0
light,classicLSTM,3,2.115856171,-2.631934404,0
light,classicLSTM,3,-1.001479387,1.226911664,1
light,classicLSTM,3,-1.225984216,1.552571774,1
light,classicLSTM,3,1.760554671,-2.193877935,0
light,classicLSTM,3,2.85776329,-3.387612104,0
light,classicLSTM,3,2.344620228,-2.884814262,0
light,classicLSTM,3,2.555593491,-3.207488775,0
light,classicLSTM,3,2.339069843,-2.880288601,0
light,classicLSTM,3,3.678563118,-3.112118721,0
light,classicLSTM,3,2.896498203,-2.294240475,0
light,classicLSTM,3,3.033712387,-2.439290047,0
light,classicLSTM,3,2.95337534,-2.369405508,0
light,classicLSTM,3,4.111709118,-3.581967115,0
light,classicLSTM,3,3.385523796,-2.808624506,0
light,classicLSTM,3,2.200522423,-1.571100473,0
light,classicLSTM,3,3.124266148,-2.526618242,0
light,classicLSTM,3,3.187759876,-2.604381084,0
light,classicLSTM,3,2.790732384,-2.195656538,0
light,classicLSTM,3,2.513023376,-1.914513588,0
light,classicLSTM,3,3.402589321,-2.826403856,0
light,classicLSTM,3,2.290181637,-1.687705517,0
light,classicLSTM,3,4.319107056,-3.795015097,0
light,classicLSTM,3,2.923906803,-2.331606627,0
light,classicLSTM,3,2.524074554,-1.922419786,0
light,classicLSTM,3,-1.196057558,1.773060679,1
light,classicLSTM,3,3.23230648,-2.64976716,0
light,classicLSTM,3,-1.416421771,1.993019819,1
light,classicLSTM,3,3.087026119,-2.499658108,0
light,classicLSTM,3,4.208001137,-3.674260855,0
light,classicLSTM,3,2.898050785,-2.30309844,0
light,classicLSTM,3,3.482248306,-2.912797928,0
light,classicLSTM,3,3.825354576,-3.269524813,0
light,classicLSTM,3,2.571594238,-1.967069149,0
light,classicLSTM,3,3.536851406,-2.963982582,0
light,classicLSTM,3,-0.871789277,1.464973688,1
light,classicLSTM,3,1.74633944,-1.14392662,0
light,classicLSTM,3,-1.541378498,2.124364853,1
light,classicLSTM,3,2.945112705,-2.352962494,0
light,classicLSTM,3,2.942013264,-2.349671841,0
light,classicLSTM,3,-1.294238329,1.882205963,1
light,classicLSTM,3,2.198729515,-1.583381653,0
light,classicLSTM,3,3.066529751,-2.481904268,0
light,classicLSTM,3,3.387134075,-2.814768791,0
light,classicLSTM,3,-1.446531534,2.020655394,1
light,classicLSTM,3,2.903204441,-2.309580088,0
light,classicLSTM,3,-1.640648365,2.223977089,1
light,classicLSTM,3,-1.528844237,2.107644081,1
light,classicLSTM,3,2.861205101,-2.269392729,0
light,classicLSTM,3,2.686352253,-3.212875843,0
light,classicLSTM,3,2.607034683,-3.15015769,0
light,classicLSTM,3,2.208269119,-2.804792404,0
light,classicLSTM,3,2.089972258,-2.706198215,0
light,classicLSTM,3,-0.613976002,-0.352427006,1
light,classicLSTM,3,2.707133293,-3.23268342,0
light,classicLSTM,3,0.807579815,-1.593113661,0
light,classicLSTM,3,-2.184363365,1.009930849,1
light,classicLSTM,3,2.598371267,-3.145063639,0
light,classicLSTM,3,2.627943993,-3.170045853,0
light,classicLSTM,3,2.128495455,-2.738918781,0
light,classicLSTM,3,2.073208332,-2.691201687,0
light,classicLSTM,3,-2.043685675,0.883549929,1
light,classicLSTM,3,2.635779619,-3.176521778,0
light,classicLSTM,3,1.86770165,-2.51448822,0
light,classicLSTM,3,2.479239941,-3.042123556,0
light,classicLSTM,3,2.443192005,-3.009339094,0
light,classicLSTM,3,2.352638245,-2.93239975,0
light,classicLSTM,3,3.840642214,-4.270651817,0
light,classicLSTM,3,-1.917029619,0.785942078,1
light,classicLSTM,3,2.78273797,-3.298681974,0
light,classicLSTM,3,1.761266232,-2.422559023,0
light,classicLSTM,3,2.805092096,-3.317759991,0
light,classicLSTM,3,0.47538808,-1.301968098,0
light,classicLSTM,3,3.402779579,-3.831294537,0
light,classicLSTM,3,2.935747623,-3.437768459,0
light,classicLSTM,3,2.773144722,-3.294500351,0
light,classicLSTM,3,1.530453563,-2.222111225,0
light,classicLSTM,3,3.057579994,-3.536652327,0
light,classicLSTM,3,-2.520633698,1.303212166,1
light,classicLSTM,3,2.225804091,-2.823007107,0
light,classicLSTM,3,3.338579655,-3.783018827,0
light,classicLSTM,3,-1.970798731,0.83340919,1
light,classicLSTM,3,2.777057171,-3.297405958,0
light,classicLSTM,3,2.228715897,-2.826141357,0
light,classicLSTM,3,2.769745588,-3.288655758,0
light,classicLSTM,3,-2.067701101,0.915262699,1
light,classicLSTM,3,2.435607433,-3.013224125,0
light,classicLSTM,3,2.181677818,-2.787944317,0
light,classicLSTM,3,-1.210054278,0.17644608,1
light,classicLSTM,3,2.831645012,-3.306453705,0
light,classicLSTM,3,2.222562075,-2.49893117,0
light,classicLSTM,3,2.710580111,-3.145726204,0
light,classicLSTM,3,2.517519712,-2.894710064,0
light,classicLSTM,3,3.088816166,-3.646293879,0
light,classicLSTM,3,2.794759274,-3.264145613,0
light,classicLSTM,3,2.775978565,-3.241291046,0
light,classicLSTM,3,2.481339931,-2.848573446,0
light,classicLSTM,3,2.716120243,-3.155225039,0
light,classicLSTM,3,-0.904742479,1.334484458,1
light,classicLSTM,3,-0.845849395,1.277847886,1
light,classicLSTM,3,1.372083187,-1.319776416,0
light,classicLSTM,3,-0.744110704,1.147435308,1
light,classicLSTM,3,2.557780266,-2.950273752,0
light,classicLSTM,3,-0.889420748,1.339172721,1
light,classicLSTM,3,2.589149952,-2.982914448,0
light,classicLSTM,3,2.487281084,-2.851573229,0
light,classicLSTM,3,1.835540414,-1.981191158,0
light,classicLSTM,3,2.29894495,-2.606997252,0
light,classicLSTM,3,3.058753967,-3.599735975,0
light,classicLSTM,3,3.154329777,-3.725440979,0
light,classicLSTM,3,2.528500795,-2.908773661,0
light,classicLSTM,3,2.773596525,-3.236023903,0
light,classicLSTM,3,-0.617642403,0.989954412,1
light,classicLSTM,3,-0.837602377,1.255038738,1
light,classicLSTM,3,2.96518898,-3.491495371,0
light,classicLSTM,3,2.32059598,-2.632392645,0
light,classicLSTM,3,2.79232502,-3.261363983,0
light,classicLSTM,3,2.409795761,-2.753106117,0
light,classicLSTM,3,2.605873585,-3.029602766,0
light,classicLSTM,3,2.023283005,-2.203395844,0
light,classicLSTM,3,2.687119007,-3.120927334,0
light,classicLSTM,3,2.930519819,-3.357846022,0
light,classicLSTM,3,-0.42014873,0.71940279,1
light,classicLSTM,3,2.336764812,-2.672201157,0
light,classicLSTM,3,-1.399018645,2.410810947,1
light,classicLSTM,3,-1.918646932,3.024361134,1
light,classicLSTM,3,1.878898501,-1.182533264,0
light,classicLSTM,3,3.813394308,-3.178417921,0
light,classicLSTM,3,3.757602453,-3.122513056,0
light,classicLSTM,3,3.379732132,-2.750136852,0
light,classicLSTM,3,3.051363707,-2.283778906,0
light,classicLSTM,3,-1.496360302,2.532720566,1
light,classicLSTM,3,2.891485453,-2.216649532,0
light,classicLSTM,3,-2.305817604,3.498488903,1
light,classicLSTM,3,2.532331705,-1.897545576,0
light,classicLSTM,3,2.431612253,-1.768685341,0
light,classicLSTM,3,3.943198919,-3.297729731,0
light,classicLSTM,3,-0.770664096,1.713946223,1
light,classicLSTM,3,3.37449646,-2.741427898,0
light,classicLSTM,3,1.886678815,-1.172478676,0
light,classicLSTM,3,-1.668019295,2.795430183,1
light,classicLSTM,3,3.339035273,-2.69156146,0
light,classicLSTM,3,4.010961056,-3.379782915,0
light,classicLSTM,3,3.155153275,-2.513664484,0
light,classicLSTM,3,2.949517488,-2.29282999,0
light,classicLSTM,3,3.137772083,-2.47777915,0
light,classicLSTM,3,3.228084326,-2.570263147,0
light,classicLSTM,3,3.698666334,-3.058935881,0
light,classicLSTM,3,3.99958539,-3.379171133,0
light,classicLSTM,3,-2.112112284,3.215922117,1
light,classicLSTM,3,3.550613165,-2.909006834,0
light,classicLSTM,3,2.356257439,-1.664751053,0
light,classicLSTM,3,2.728975773,-2.024061918,0
light,classicLSTM,3,3.512531042,-2.870086908,0
light,classicLSTM,3,3.788621664,-3.151628256,0
light,classicLSTM,3,4.70175457,-4.244802475,0
light,classicLSTM,3,2.895318985,-2.250270367,0
light,classicLSTM,3,2.651895285,-1.978835583,0
light,classicLSTM,3,3.597446918,-2.956887007,0
light,classicLSTM,3,3.949672937,-3.329353571,0
light,classicLSTM,3,3.60631609,-2.974931955,0
light,classicLSTM,3,3.725594282,-3.086694002,0
light,classicLSTM,3,-1.901417851,2.979189873,1
light,classicLSTM,3,3.373407841,-2.730773211,0
light,classicLSTM,3,-1.722191215,1.603935242,1
light,classicLSTM,3,1.787676096,-3.461538076,0
light,classicLSTM,3,-1.704768419,1.577082992,1
light,classicLSTM,3,-1.630872011,1.487712145,1
light,classicLSTM,3,2.226510763,-4.084842682,0
light,classicLSTM,3,0.9690485,-2.269247055,0
light,classicLSTM,3,1.895450354,-3.618768454,0
light,classicLSTM,3,1.062039495,-2.410238981,0
light,classicLSTM,3,1.593207121,-3.181524754,0
light,classicLSTM,3,-1.748381615,1.631308794,1
light,classicLSTM,3,2.597438097,-4.600206375,0
light,classicLSTM,3,1.935105681,-3.672352314,0
light,classicLSTM,3,1.826653242,-3.516109467,0
light,classicLSTM,3,1.407238126,-2.914284945,0
light,classicLSTM,3,1.721313,-3.367063046,0
light,classicLSTM,3,1.505821466,-3.056225061,0
light,classicLSTM,3,2.231855154,-4.092666149,0
light,classicLSTM,3,0.542697072,-1.632459521,0
light,classicLSTM,3,1.172947526,-2.573261499,0
light,classicLSTM,3,2.31516099,-4.208917141,0
light,classicLSTM,3,2.01667738,-3.786277771,0
light,classicLSTM,3,1.783632636,-3.454513788,0
light,classicLSTM,3,1.251234055,-2.67959547,0
light,classicLSTM,3,2.184963226,-4.025210381,0
light,classicLSTM,3,2.281964064,-4.157950878,0
light,classicLSTM,3,-1.340939879,1.056743145,1
light,classicLSTM,3,2.170847893,-4.006014347,0
light,classicLSTM,3,-0.633572221,0.031491712,1
light,classicLSTM,3,2.064567566,-3.855540276,0
light,classicLSTM,3,-1.181195736,0.837709665,1
light,classicLSTM,3,1.763320446,-3.424889565,0
light,classicLSTM,3,2.130696535,-3.950510979,0
light,classicLSTM,3,2.083971739,-3.886559963,0
light,classicLSTM,3,1.23686409,-2.662681341,0
light,classicLSTM,3,1.846920013,-3.541247845,0
light,classicLSTM,3,1.772193432,-3.440796137,0
light,classicLSTM,3,1.872904062,-3.583745003,0
light,classicLSTM,3,-1.616898894,1.440080285,1
light,classicLSTM,3,2.703846455,-4.747113705,0
light,classicLSTM,3,1.615059853,-3.211312294,0
light,classicLSTM,3,2.242538691,-0.687767386,0
light,classicLSTM,3,4.120016575,-2.565329075,0
light,classicLSTM,3,-1.070618987,2.264570236,1
light,classicLSTM,3,4.729023933,-3.123281956,0
light,classicLSTM,3,4.277971268,-2.711018562,0
light,classicLSTM,3,-0.808921933,2.00863266,1
light,classicLSTM,3,-1.456281781,2.62586689,1
light,classicLSTM,3,4.049028397,-2.501636505,0
light,classicLSTM,3,3.890360355,-2.354576111,0
light,classicLSTM,3,-0.498691917,1.724204421,1
light,classicLSTM,3,4.152953625,-2.597128391,0
light,classicLSTM,3,3.677262783,-2.156911373,0
light,classicLSTM,3,3.240728378,-1.750888467,0
light,classicLSTM,3,3.769970417,-2.243185043,0
light,classicLSTM,3,-0.309013248,1.535866499,1
light,classicLSTM,3,3.307944775,-1.813598752,0
light,classicLSTM,3,3.636096954,-2.120583057,0
light,classicLSTM,3,3.883989811,-2.290501595,0
light,classicLSTM,3,3.436882019,-1.93333137,0
light,classicLSTM,3,3.290337563,-1.792957664,0
light,classicLSTM,3,3.411015511,-1.91172421,0
light,classicLSTM,3,5.397805214,-3.745558262,0
light,classicLSTM,3,-1.167320848,2.347016335,1
light,classicLSTM,3,3.709132671,-2.184557438,0
light,classicLSTM,3,3.13864851,-1.655041337,0
light,classicLSTM,3,2.790440083,-1.329170704,0
light,classicLSTM,3,3.610113621,-2.097642899,0
light,classicLSTM,3,3.167453766,-1.680588126,0
light,classicLSTM,3,-0.178794026,1.415289283,1
light,classicLSTM,3,3.640155315,-2.122411728,0
light,classicLSTM,3,4.929816246,-3.319698811,0
light,classicLSTM,3,4.272122383,-2.708713055,0
light,classicLSTM,3,3.573220253,-2.057927608,0
light,classicLSTM,3,4.130818367,-2.575452805,0
light,classicLSTM,3,2.99523735,-1.520899415,0
light,classicLSTM,3,4.506409645,-2.919946194,0
light,classicLSTM,3,2.746254444,-1.285047889,0
light,classicLSTM,3,4.131552219,-2.565920353,0
light,classicLSTM,3,-1.371248364,2.540153027,1
light,classicLSTM,3,3.416992188,-1.915889859,0
light,classicLSTM,3,-2.135578156,3.085917711,1
light,classicLSTM,3,3.228695631,-2.771460772,0
light,classicLSTM,3,2.935704947,-2.425592661,0
light,classicLSTM,3,-2.340380669,3.223722219,1
light,classicLSTM,3,5.316346169,-4.714422226,0
light,classicLSTM,3,4.029153347,-3.699016571,0
light,classicLSTM,3,2.910788059,-2.409710646,0
light,classicLSTM,3,-2.071969748,2.974764109,1
light,classicLSTM,3,2.744437456,-2.220528603,0
light,classicLSTM,3,3.465327263,-3.048661232,0
light,classicLSTM,3,3.83892417,-3.480931759,0
light,classicLSTM,3,3.573357821,-3.153299809,0
light,classicLSTM,3,3.087026358,-2.60786128,0
light,classicLSTM,3,-2.2687397,3.142129898,1
light,classicLSTM,3,-2.185635567,3.055485964,1
light,classicLSTM,3,3.29087019,-2.839515686,0
light,classicLSTM,3,3.831585169,-3.458371639,0
light,classicLSTM,3,1.633171201,-1.007110834,0
light,classicLSTM,3,2.955942869,-2.46497345,0
light,classicLSTM,3,2.795329094,-2.286328316,0
light,classicLSTM,3,-2.272204399,3.17490387,1
light,classicLSTM,3,3.437915564,-3.046688795,0
light,classicLSTM,3,3.665780067,-3.288408756,0
light,classicLSTM,3,2.578300714,-2.126243591,0
light,classicLSTM,3,2.882786512,-2.377684593,0
light,classicLSTM,3,3.61972785,-3.229200602,0
light,classicLSTM,3,2.796744823,-2.29344058,0
light,classicLSTM,3,3.004232645,-2.523115397,0
light,classicLSTM,3,2.122596979,-1.540092945,0
light,classicLSTM,3,3.210286379,-2.754137039,0
light,classicLSTM,3,2.834165335,-2.332435608,0
light,classicLSTM,3,-2.054583311,2.939910889,1
light,classicLSTM,3,2.529147863,-1.988764048,0
light,classicLSTM,3,3.428188801,-2.985543251,0
light,classicLSTM,3,3.707880735,-3.296489239,0
light,classicLSTM,3,3.366639614,-2.941833258,0
light,classicLSTM,3,3.01837945,-2.579072475,0
light,classicLSTM,3,-2.14332509,3.010721922,1
light,classicLSTM,3,3.361555815,-2.911668062,0
light,classicLSTM,3,3.601696968,-3.203454018,0
light,classicLSTM,3,3.26415658,-1.901342869,0
light,classicLSTM,3,4.471917629,-3.368609905,0
light,classicLSTM,3,-1.225132942,3.476410866,1
light,classicLSTM,3,-1.195224047,3.455222607,1
light,classicLSTM,3,3.63309741,-2.350157261,0
light,classicLSTM,3,4.168540478,-2.995990992,0
light,classicLSTM,3,-1.217946053,3.465116739,1
light,classicLSTM,3,3.430457354,-2.103796721,0
light,classicLSTM,3,3.178258657,-1.800539494,0
light,classicLSTM,3,3.997717619,-2.781923294,0
light,classicLSTM,3,5.355638504,-4.43913269,0
light,classicLSTM,3,3.968209982,-2.753226757,0
light,classicLSTM,3,3.787579298,-2.529952288,0
light,classicLSTM,3,4.424808025,-3.30743289,0
light,classicLSTM,3,-0.604471684,2.76390624,1
light,classicLSTM,3,3.005141258,-1.59923768,0
light,classicLSTM,3,3.265032053,-1.904093504,0
light,classicLSTM,3,3.713588953,-2.443440676,0
light,classicLSTM,3,3.048651695,-1.644115925,0
light,classicLSTM,3,3.852119207,-2.609326124,0
light,classicLSTM,3,2.618049622,-1.138535857,0
light,classicLSTM,3,-0.764914036,2.824263811,1
light,classicLSTM,3,3.410768509,-2.079187393,0
light,classicLSTM,3,4.188060761,-3.020719528,0
light,classicLSTM,3,4.053367615,-2.855893135,0
light,classicLSTM,3,-1.105240226,3.359539509,1
light,classicLSTM,3,3.412197828,-2.077435732,0
light,classicLSTM,3,3.555478573,-2.251763344,0
light,classicLSTM,3,3.379495621,-2.039667368,0
light,classicLSTM,3,3.778578758,-2.532079458,0
light,classicLSTM,3,2.891636372,-1.462002754,0
light,classicLSTM,3,2.460236788,-0.96510613,0
light,classicLSTM,3,2.579301834,-1.190296412,0
light,classicLSTM,3,2.893269777,-1.459861875,0
light,classicLSTM,3,-0.547851324,2.693478107,1
light,classicLSTM,3,3.769856453,-2.510042667,0
light,classicLSTM,3,3.435492754,-2.110617638,0
light,classicLSTM,3,3.327114105,-1.981909275,0
light,classicLSTM,3,-1.369031191,3.650519609,1
light,classicLSTM,3,3.310359955,-1.966823101,0
light,classicLSTM,3,2.681651354,-1.003773808,0
light,classicLSTM,3,3.917645216,-1.862278819,0
light,classicLSTM,3,-1.510525584,1.954289675,1
light,classicLSTM,3,2.016302586,-0.538624048,0
light,classicLSTM,3,2.53916502,-0.900388837,0
light,classicLSTM,3,-1.510397434,1.955345392,1
