Stimulus,Variant,Milliseconds,Score,Label
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,1,1
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,1,0
light,SVMlinear,2800,1,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,1,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,1,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,1,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,2800,0,0
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,0,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
light,SVMlinear,3000,1,1
