Stimulus,Variant,Node0,Node1,Label
both,RNN,-2.22320509,3.956287146,1
both,RNN,4.869925976,-2.188030958,0
both,RNN,4.273872852,-2.01912117,0
both,RNN,-2.594659328,4.184788704,1
both,RNN,3.738612652,-2.438562632,0
both,RNN,-2.242765427,3.349469423,1
both,RNN,-2.16420269,3.29261899,1
both,RNN,3.367137432,-2.144189596,0
both,RNN,-2.630717754,1.785347462,1
both,RNN,-3.811832905,3.011785507,1
both,RNN,1.99104023,-3.999047518,0
both,RNN,2.086391687,-4.112174511,0
both,RNN,1.95430541,-3.974238873,0
both,RNN,1.999915838,-4.017092705,0
both,RNN,-3.836505175,3.028033257,1
both,RNN,-2.982193232,2.197303057,1
both,RNN,1.5232234,-4.641427994,0
both,RNN,-2.57944417,4.012334824,1
both,RNN,-2.602825165,3.923796654,1
both,RNN,1.522145748,-4.638863564,0
both,RNN,-2.58574295,3.895378113,1
both,RNN,-2.589994669,3.955047607,1
both,RNN,1.554357767,-4.67287302,0
both,RNN,1.484167814,-4.607980251,0
both,RNN,-2.66770792,3.933756113,1
both,RNN,-2.718489885,3.995632887,1
both,RNN,2.56361866,-3.978482485,0
both,RNN,-2.704668045,4.009531975,1
both,RNN,2.558260679,-3.961604595,0
both,RNN,-2.651414633,3.872715712,1
both,RNN,2.461288214,-3.853517532,0
both,RNN,2.377270699,-3.716824532,0
both,RNN,-2.744118452,2.243136168,1
both,RNN,2.460263491,-3.242885828,0
both,RNN,-2.855682135,2.323126316,1
both,RNN,2.413172483,-3.018172503,0
both,RNN,-2.597605467,2.155098438,1
both,RNN,-2.858210325,2.299459934,1
both,RNN,2.487238884,-3.14551115,0
both,RNN,2.412210941,-2.912300587,0
both,RNN,2.600255013,-4.607111931,0
both,RNN,2.541640282,-4.564869881,0
both,RNN,2.487002373,-4.533780098,0
both,RNN,-4.949557304,1.762801528,1
both,RNN,2.231596947,-4.325237751,0
both,RNN,-4.067326546,0.79717958,1
both,RNN,-0.268606007,-2.108947277,1
both,RNN,-0.836281538,-1.6547575,1
both,RNN,-3.824429035,4.200382233,1
both,RNN,2.915133476,-4.704728127,0
both,RNN,2.811215401,-4.450600624,0
both,RNN,-3.839663029,4.165097237,1
both,RNN,2.95046258,-4.614705086,0
both,RNN,-3.873178482,4.279626846,1
both,RNN,2.938946724,-4.62084198,0
both,RNN,-3.78036356,4.096424103,1
both,RNN,2.780017138,-2.317716837,0
both,RNN,1.390090346,-1.344328642,0
both,RNN,-2.694037676,2.954210043,1
both,RNN,2.758740425,-1.972396135,0
both,RNN,2.686930895,-2.25886941,0
both,RNN,-2.856762409,3.320354939,1
both,RNN,-2.797502041,3.17161417,1
both,RNN,-2.744192362,3.080014467,1
both,RNN,1.935031533,-4.147869587,0
both,RNN,-3.886396408,2.949915886,1
both,RNN,0.409286618,-2.90212059,0
both,RNN,2.336346149,-4.591933727,0
both,RNN,-4.42922163,3.21187377,1
both,RNN,1.863423705,-4.053035259,0
both,RNN,-4.083573341,3.076138973,1
both,RNN,-4.422459126,3.15128231,1
both,RNN,3.97273016,-1.423061848,0
both,RNN,-2.213341236,4.367573738,1
both,RNN,-2.20823431,4.374107838,1
both,RNN,3.854773998,-1.403372765,0
both,RNN,-2.237212658,4.367113113,1
both,RNN,-2.206189156,4.350522518,1
both,RNN,3.895509243,-1.408533096,0
both,RNN,3.680955887,-1.27695775,0
both,RNN,-3.845820427,2.511249542,1
both,RNN,1.088781476,-2.237391472,0
both,RNN,2.362906456,-3.539327145,0
both,RNN,-3.76928854,2.413606644,1
both,RNN,-3.877705097,2.549486876,1
both,RNN,-3.863902569,2.53445363,1
both,RNN,2.406572819,-3.578486919,0
both,RNN,1.780605197,-2.980275154,0
both,RNN,-4.014543056,4.033656597,1
both,RNN,3.490769386,-3.985207796,0
both,RNN,3.255544662,-4.340681076,0
both,RNN,-3.972090721,4.115021706,1
both,RNN,-3.950735569,3.910051584,1
both,RNN,2.665598869,-4.149703026,0
both,RNN,-4.010360718,4.06801939,1
both,RNN,3.227114916,-4.348955154,0
both,peephole_LSTM,-3.551625252,4.378764153,1
both,peephole_LSTM,-3.619660378,4.423069,1
both,peephole_LSTM,-3.281285763,4.196006775,1
both,peephole_LSTM,-3.523429394,4.365539551,1
both,peephole_LSTM,-3.352734327,4.213532448,1
both,peephole_LSTM,4.233570576,-3.24653554,0
both,peephole_LSTM,2.352831602,-1.148864269,0
both,peephole_LSTM,-3.402530193,4.324172974,1
both,peephole_LSTM,4.327611446,-3.445810556,0
both,peephole_LSTM,-3.339588881,4.250933647,1
both,peephole_LSTM,4.075901508,-3.097728014,0
both,peephole_LSTM,-3.494650841,4.379307747,1
both,peephole_LSTM,3.975724697,-2.96455884,0
both,peephole_LSTM,4.344558239,-3.454851866,0
both,peephole_LSTM,3.737165451,-2.995784044,0
both,peephole_LSTM,-3.258769274,4.105610847,1
both,peephole_LSTM,2.845338821,-1.72201848,0
both,peephole_LSTM,-3.77080822,4.542407513,1
both,peephole_LSTM,4.295057297,-3.397373438,0
both,peephole_LSTM,-3.40067935,4.247297287,1
both,peephole_LSTM,4.057271481,-3.071681738,0
both,peephole_LSTM,3.411525965,-2.327044964,0
both,peephole_LSTM,-3.388723373,4.28015995,1
both,peephole_LSTM,4.168989658,-3.220784426,0
both,peephole_LSTM,-3.117074728,1.512558341,1
both,peephole_LSTM,-1.133877039,-0.015406445,1
both,peephole_LSTM,3.556517363,-3.72683692,0
both,peephole_LSTM,3.771622896,-3.839320183,0
both,peephole_LSTM,3.040682077,-3.407046318,0
both,peephole_LSTM,3.489809275,-3.709503412,0
both,peephole_LSTM,-3.699305058,1.845062137,1
both,peephole_LSTM,3.196445704,-3.508988142,0
both,peephole_LSTM,3.792207956,-3.845343828,0
both,peephole_LSTM,-3.606422663,1.822462201,1
both,peephole_LSTM,3.734405756,-3.829422235,0
both,peephole_LSTM,3.692924738,-3.811176062,0
both,peephole_LSTM,-2.366047859,0.970076919,1
both,peephole_LSTM,-4.637170315,2.34112072,1
both,peephole_LSTM,-2.228288174,0.835901618,1
both,peephole_LSTM,-3.974986076,2.00916934,1
both,peephole_LSTM,-2.554151297,3.497391462,1
both,peephole_LSTM,2.859884024,-2.728086233,0
both,peephole_LSTM,-2.622028828,3.56545043,1
both,peephole_LSTM,2.855465174,-2.720867872,0
both,peephole_LSTM,2.527302027,-2.503073931,0
both,peephole_LSTM,-2.556375504,3.505153179,1
both,peephole_LSTM,2.961089611,-2.797994852,0
both,peephole_LSTM,2.845388651,-2.71316576,0
both,peephole_LSTM,2.710393429,-2.617942572,0
both,peephole_LSTM,2.372582436,-2.407263279,0
both,peephole_LSTM,-2.457303524,3.393260002,1
both,peephole_LSTM,-2.494648218,3.441144466,1
both,peephole_LSTM,2.793015003,-2.670804739,0
both,peephole_LSTM,-2.511971235,3.436174631,1
both,peephole_LSTM,-2.606625795,3.550865412,1
both,peephole_LSTM,2.771463394,-2.657785892,0
both,peephole_LSTM,2.965818405,-2.804580212,0
both,peephole_LSTM,2.837288618,-2.707757711,0
both,peephole_LSTM,-2.621649504,3.566198111,1
both,peephole_LSTM,-2.599006653,3.549936533,1
both,peephole_LSTM,-2.517329216,3.454966307,1
both,peephole_LSTM,2.392335892,-2.421888828,0
both,peephole_LSTM,-2.5746243,3.526955843,1
both,peephole_LSTM,-2.547937155,3.493068695,1
both,peephole_LSTM,-3.845527887,2.310914993,1
both,peephole_LSTM,2.978145838,-3.955614328,0
both,peephole_LSTM,3.081790686,-3.997350931,0
both,peephole_LSTM,-3.840928555,2.330085993,1
both,peephole_LSTM,2.807363272,-3.865358591,0
both,peephole_LSTM,-3.795636177,2.121333599,1
both,peephole_LSTM,2.545372725,-3.71493125,0
both,peephole_LSTM,-3.888864279,2.36440134,1
both,peephole_LSTM,0.075875282,-2.019110203,1
both,peephole_LSTM,-3.978933573,2.369257212,1
both,peephole_LSTM,-3.943423033,2.372389555,1
both,peephole_LSTM,3.084176302,-4.007321358,0
both,peephole_LSTM,2.694375753,-3.800606012,0
both,peephole_LSTM,-3.355957747,2.137929678,1
both,peephole_LSTM,0.863885462,-2.458314419,0
both,peephole_LSTM,3.107197046,-4.007851601,0
both,peephole_LSTM,-1.154607058,5.076836586,1
both,peephole_LSTM,-0.917186558,4.828356266,1
both,peephole_LSTM,4.627705574,-1.618458629,0
both,peephole_LSTM,-1.239208221,5.084039688,1
both,peephole_LSTM,-1.127663851,4.967741489,1
both,peephole_LSTM,4.499896526,-1.527232051,0
both,peephole_LSTM,3.93473196,-0.912827611,0
both,peephole_LSTM,-0.639307678,4.443410873,1
both,peephole_LSTM,-1.11700511,5.058348656,1
both,peephole_LSTM,4.655676365,-1.644491076,0
both,peephole_LSTM,4.767562866,-1.715003133,0
both,peephole_LSTM,4.278111935,-1.363702893,0
both,peephole_LSTM,-0.983709872,4.928881168,1
both,peephole_LSTM,4.561237335,-1.5787009,0
both,peephole_LSTM,-1.183116674,5.121689796,1
both,peephole_LSTM,4.614587307,-1.609127402,0
both,peephole_LSTM,-3.090783596,2.093430758,1
both,peephole_LSTM,2.629200935,-3.361954689,0
both,peephole_LSTM,-3.229956388,2.166729927,1
both,peephole_LSTM,2.224766493,-3.083807468,0
both,peephole_LSTM,-3.155860424,2.089930534,1
both,peephole_LSTM,2.618812561,-3.34686923,0
both,peephole_LSTM,2.52630496,-3.2983284,0
both,peephole_LSTM,2.63377738,-3.364968777,0
both,peephole_LSTM,-3.309815645,2.281089067,1
both,peephole_LSTM,2.632843018,-3.354161024,0
both,peephole_LSTM,2.646324396,-3.377145767,0
both,peephole_LSTM,2.421904325,-3.225526333,0
both,peephole_LSTM,-3.297924995,2.271243334,1
both,peephole_LSTM,2.713643551,-3.421073198,0
both,peephole_LSTM,2.705099583,-3.385981321,0
both,peephole_LSTM,-3.285085678,2.268707991,1
both,peephole_LSTM,-3.19021368,2.216313839,1
both,peephole_LSTM,-3.14496994,2.152689219,1
both,peephole_LSTM,2.309584379,-3.147614717,0
both,peephole_LSTM,-3.271632195,2.256737947,1
both,peephole_LSTM,-3.151524067,2.087580681,1
both,peephole_LSTM,2.432600498,-3.236582041,0
both,peephole_LSTM,-3.20788765,2.169005156,1
both,peephole_LSTM,-3.158669472,2.124984503,1
both,peephole_LSTM,4.189087391,-2.244755745,0
both,peephole_LSTM,4.17395401,-2.228836298,0
both,peephole_LSTM,4.380421162,-2.405101299,0
both,peephole_LSTM,-2.295291901,2.7466712,1
both,peephole_LSTM,4.33652544,-2.366853237,0
both,peephole_LSTM,-2.347322464,2.806752682,1
both,peephole_LSTM,-2.368877411,2.849574566,1
both,peephole_LSTM,-2.19673872,2.693470478,1
both,peephole_LSTM,-1.949686527,2.502315521,1
both,peephole_LSTM,4.514744759,-2.558652878,0
both,peephole_LSTM,-2.298122883,2.781003475,1
both,peephole_LSTM,-2.328180313,2.79585433,1
both,peephole_LSTM,4.293970585,-2.330398083,0
both,peephole_LSTM,3.798700809,-1.944380045,0
both,peephole_LSTM,3.724925995,-1.879999399,0
both,peephole_LSTM,-2.335653782,2.792936325,1
both,peephole_LSTM,1.325838685,-2.829642534,0
both,peephole_LSTM,2.795441151,-4.916053772,0
both,peephole_LSTM,-3.732323647,3.321297169,1
both,peephole_LSTM,2.921341896,-5.017905712,0
both,peephole_LSTM,-3.793830395,3.110675097,1
both,peephole_LSTM,2.838246822,-4.939731121,0
both,peephole_LSTM,-3.857294559,3.413785696,1
both,peephole_LSTM,-3.757113457,3.325433493,1
both,peephole_LSTM,2.90956974,-4.772815704,0
both,peephole_LSTM,-3.608453751,3.220027208,1
both,peephole_LSTM,-3.770404339,3.392651796,1
both,peephole_LSTM,2.991311073,-5.008011818,0
both,peephole_LSTM,1.620068192,-3.235617876,0
both,peephole_LSTM,-3.56623745,3.130748034,1
both,peephole_LSTM,2.211156368,-4.414362431,0
both,peephole_LSTM,-3.690484047,3.279293776,1
both,peephole_LSTM,1.870752811,-3.688901424,0
both,peephole_LSTM,2.312383652,-4.292950153,0
both,peephole_LSTM,2.200211525,-4.077088356,0
both,peephole_LSTM,-4.152522087,1.055820346,1
both,peephole_LSTM,-4.583902836,1.377009511,1
both,peephole_LSTM,-4.89869976,1.608362317,1
both,peephole_LSTM,-4.972002983,1.683842301,1
both,peephole_LSTM,-5.017145157,1.728743196,1
both,peephole_LSTM,-3.132636786,0.303498149,1
both,peephole_LSTM,-5.020683289,1.721976876,1
both,peephole_LSTM,2.304300547,-4.238423347,0
both,peephole_LSTM,2.158481598,-4.064056396,0
both,peephole_LSTM,2.218898296,-4.11630249,0
both,peephole_LSTM,2.260276079,-4.120067596,0
both,peephole_LSTM,2.188456059,-4.064837456,0
both,peephole_LSTM,-4.858014584,1.592814088,1
both,peephole_LSTM,-3.308095455,2.359417915,1
both,peephole_LSTM,2.825365305,-3.560573578,0
both,peephole_LSTM,2.769331694,-3.533346415,0
both,peephole_LSTM,2.788669348,-3.543654203,0
both,peephole_LSTM,2.632229567,-3.457772493,0
both,peephole_LSTM,-3.503899336,2.629477739,1
both,peephole_LSTM,2.77868104,-3.538813353,0
both,peephole_LSTM,2.778015852,-3.537470818,0
both,peephole_LSTM,-3.348679781,2.495469332,1
both,peephole_LSTM,-3.501357079,2.649116993,1
both,peephole_LSTM,-3.467949629,2.620233059,1
both,peephole_LSTM,-3.322419882,2.502080441,1
both,peephole_LSTM,1.026511431,-2.354465008,0
both,peephole_LSTM,1.409776688,-2.555616379,0
both,peephole_LSTM,-3.388209581,2.549072981,1
both,peephole_LSTM,-3.418205023,2.524838686,1
both,peephole_LSTM,-2.10073185,2.966572523,1
both,peephole_LSTM,2.865167618,-3.733803988,0
both,peephole_LSTM,2.735630035,-3.41105628,0
both,peephole_LSTM,-1.908899307,2.797225952,1
both,peephole_LSTM,2.805652142,-3.569427967,0
both,peephole_LSTM,-2.220915556,3.153349876,1
both,peephole_LSTM,2.312949419,-2.581307173,0
both,peephole_LSTM,-2.317125797,3.23824954,1
both,peephole_LSTM,-2.34138298,3.271515608,1
both,peephole_LSTM,2.580345392,-3.048496008,0
both,peephole_LSTM,-2.178342342,3.069661856,1
both,peephole_LSTM,2.852818489,-3.699782133,0
both,peephole_LSTM,2.906692266,-3.862565756,0
both,peephole_LSTM,2.878991842,-3.718750238,0
both,peephole_LSTM,-2.164968252,3.081981897,1
both,peephole_LSTM,-2.30499506,3.250792265,1
both,peephole_LSTM,-1.724900126,3.042570591,1
both,peephole_LSTM,-2.538108826,4.455926895,1
both,peephole_LSTM,1.827699065,-4.32001543,1
both,peephole_LSTM,2.172067881,-5.04710722,0
both,peephole_LSTM,1.962669492,-4.330029964,0
both,peephole_LSTM,2.184674978,-5.220854282,0
both,peephole_LSTM,-2.445560694,4.353332043,1
both,peephole_LSTM,-1.680867791,2.839031219,1
both,peephole_LSTM,2.181287766,-5.293816566,0
both,peephole_LSTM,-1.503588319,2.371997118,1
both,peephole_LSTM,2.182647467,-5.138832092,0
both,peephole_LSTM,2.139721632,-5.120756626,1
both,peephole_LSTM,2.185400248,-5.180025101,0
both,peephole_LSTM,2.181995153,-5.091441631,0
both,peephole_LSTM,-2.038169861,3.490125179,1
both,peephole_LSTM,2.185391665,-5.167500019,0
both,peephole_LSTM,-4.306778908,1.525630951,1
both,peephole_LSTM,-4.460534096,1.596676111,1
both,peephole_LSTM,-5.010605812,1.884929657,1
both,peephole_LSTM,2.999996424,-2.795768023,0
both,peephole_LSTM,-4.894505501,1.811691046,1
both,peephole_LSTM,3.119564772,-2.902529001,0
both,peephole_LSTM,-4.207293987,1.504109144,1
both,peephole_LSTM,3.167315722,-2.955960035,0
both,peephole_LSTM,-4.487214088,1.657738686,1
both,peephole_LSTM,3.228792906,-3.012117863,0
both,peephole_LSTM,2.911617041,-2.746534586,0
both,peephole_LSTM,2.898111343,-2.721217871,0
both,peephole_LSTM,-4.191301346,1.471328735,1
both,peephole_LSTM,-4.601605892,1.698912621,1
both,peephole_LSTM,3.205239534,-3.015195847,0
both,peephole_LSTM,-4.991218567,1.83647728,1
both,peephole_LSTM,3.024828672,-2.821258068,0
both,peephole_LSTM,3.18063426,-2.967054605,0
both,peephole_LSTM,-4.825415134,1.768029451,1
both,peephole_LSTM,3.022424936,-2.818561077,0
both,peephole_LSTM,3.102097273,-2.89200592,0
both,peephole_LSTM,2.555140257,-2.530526638,0
both,peephole_LSTM,-4.693414211,1.72196269,1
both,peephole_LSTM,-4.29112339,1.548323393,1
both,peephole_LSTM,3.222828388,-4.203744888,0
both,peephole_LSTM,-4.931871891,2.562865973,1
both,peephole_LSTM,3.320503235,-4.286846161,0
both,peephole_LSTM,-5.03412199,2.550429106,1
both,peephole_LSTM,-5.250222683,2.692548513,1
both,peephole_LSTM,2.920909405,-4.034636021,0
both,peephole_LSTM,-5.191768169,2.476160526,1
both,peephole_LSTM,-4.405432224,2.224973679,1
both,peephole_LSTM,3.032062054,-4.148122311,0
both,peephole_LSTM,-4.964740276,2.575350285,1
both,peephole_LSTM,-4.977325439,2.607204676,1
both,peephole_LSTM,3.23876667,-4.277033806,0
both,peephole_LSTM,-4.484754562,2.428045273,1
both,peephole_LSTM,2.553081989,-3.7953825,0
both,peephole_LSTM,3.195619583,-4.21922493,0
both,peephole_LSTM,3.07678318,-4.178464413,0
both,peephole_LSTM,-4.409858704,1.669427037,1
both,peephole_LSTM,1.923892021,-3.514061928,0
both,peephole_LSTM,2.574006557,-4.101195812,0
both,peephole_LSTM,-3.989853859,1.314733624,1
both,peephole_LSTM,-4.24319458,1.524116874,1
both,peephole_LSTM,2.432421207,-3.997256279,0
both,peephole_LSTM,2.617324114,-4.177420139,0
both,peephole_LSTM,2.768126488,-4.313561916,0
both,peephole_LSTM,2.839776039,-4.365488052,0
both,peephole_LSTM,-4.041638374,1.381628871,1
both,peephole_LSTM,-3.810265303,1.149039626,1
both,peephole_LSTM,-3.925673962,1.284316659,1
both,peephole_LSTM,2.852300167,-4.374129295,0
both,peephole_LSTM,1.622766256,-3.197332859,0
both,peephole_LSTM,-3.99572897,1.304465413,1
both,peephole_LSTM,-4.318318844,1.602038264,1
both,peephole_LSTM,4.224805355,-2.01586771,0
both,peephole_LSTM,3.987627029,-1.891704559,0
both,peephole_LSTM,3.824242592,-1.808106184,0
both,peephole_LSTM,-2.983320713,3.414066792,1
both,peephole_LSTM,-2.832093954,3.304539204,1
both,peephole_LSTM,-2.857039452,3.31306982,1
both,peephole_LSTM,-2.753250122,3.172740459,1
both,peephole_LSTM,-2.934846401,3.326436043,1
both,peephole_LSTM,4.31441927,-2.065362453,0
both,peephole_LSTM,4.038784981,-1.915901899,0
both,peephole_LSTM,2.994729519,-1.390897036,0
both,peephole_LSTM,3.970372677,-1.881986141,0
both,peephole_LSTM,-2.906372547,3.359883308,1
both,peephole_LSTM,-2.790369272,3.283152103,1
both,peephole_LSTM,4.059863091,-1.92851758,0
both,peephole_LSTM,-2.997398376,3.39449048,1
both,peephole_LSTM,3.637235641,-2.972873211,0
both,peephole_LSTM,4.087651253,-3.468827724,0
both,peephole_LSTM,-2.024372101,3.120972633,1
both,peephole_LSTM,4.072025776,-3.363006115,0
both,peephole_LSTM,-2.505150318,3.553996325,1
both,peephole_LSTM,2.936282635,-2.137147903,0
both,peephole_LSTM,-2.549635887,3.618169308,1
both,peephole_LSTM,-0.20139575,0.589918971,1
both,peephole_LSTM,-2.234107494,3.394572735,1
both,peephole_LSTM,-1.838631272,2.806138039,1
both,peephole_LSTM,4.075845242,-3.441523075,0
both,peephole_LSTM,3.862052917,-3.229724884,0
both,peephole_LSTM,-2.304486752,3.413705826,1
both,peephole_LSTM,-1.691100717,2.738133907,1
both,peephole_LSTM,4.011611462,-3.394853592,0
both,peephole_LSTM,3.782193661,-3.155175209,0
both,peephole_LSTM,3.372596264,-3.619795322,0
both,peephole_LSTM,2.386460781,-2.937349319,0
both,peephole_LSTM,-4.147983551,3.164578199,1
both,peephole_LSTM,3.409721613,-3.612905025,0
both,peephole_LSTM,-4.073652267,3.054795742,1
both,peephole_LSTM,3.054718971,-3.327064753,0
both,peephole_LSTM,-4.074035645,3.484705925,1
both,peephole_LSTM,-4.053377151,3.177794218,1
both,peephole_LSTM,-3.83766818,2.161953688,1
both,peephole_LSTM,3.186228514,-3.541457653,0
both,peephole_LSTM,3.336696863,-3.600280523,0
both,peephole_LSTM,-4.146870136,3.316839695,1
both,peephole_LSTM,3.277004004,-3.572631121,0
both,peephole_LSTM,-4.009815216,3.200144053,1
both,peephole_LSTM,-2.956784725,3.627679825,1
both,peephole_LSTM,4.693482876,-2.04981494,0
both,peephole_LSTM,4.683392048,-2.047111988,0
both,peephole_LSTM,4.733442783,-2.083274841,0
both,peephole_LSTM,4.783203602,-2.119343281,0
both,peephole_LSTM,4.693506241,-2.05953598,0
both,peephole_LSTM,-3.028717041,3.696764231,1
both,peephole_LSTM,4.488471031,-1.876704216,0
both,peephole_LSTM,4.576084137,-1.977645874,0
both,peephole_LSTM,-3.200502396,3.845767498,1
both,peephole_LSTM,-3.184821367,3.830936432,1
both,peephole_LSTM,-3.096494913,3.800028801,1
both,peephole_LSTM,-3.287542582,3.935668945,1
both,peephole_LSTM,-3.021338701,3.682781219,1
both,peephole_LSTM,-2.680808783,3.393641233,1
both,peephole_LSTM,4.236597061,-1.74644208,0
both,peephole_LSTM,-1.398016095,1.722250223,1
both,peephole_LSTM,-3.594226837,3.380032301,1
both,peephole_LSTM,2.883635283,-3.060619831,0
both,peephole_LSTM,-3.460068703,3.021360397,1
both,peephole_LSTM,3.347092628,-3.673135757,0
both,peephole_LSTM,2.319873333,-2.387202263,0
both,peephole_LSTM,-3.745038748,3.643688202,1
both,peephole_LSTM,3.225586891,-3.496052742,0
both,peephole_LSTM,3.134012699,-3.373291016,0
both,peephole_LSTM,3.064352274,-3.282732964,0
both,peephole_LSTM,3.195259809,-3.46283865,0
both,peephole_LSTM,-3.822758913,3.84990263,1
both,peephole_LSTM,-3.490010738,3.579377174,1
both,peephole_LSTM,-3.907791138,3.697986603,1
both,peephole_LSTM,3.260370255,-3.540668726,0
both,peephole_LSTM,-2.448346853,2.938972235,1
both,peephole_LSTM,3.001467943,-3.309425354,0
both,peephole_LSTM,2.632609844,-3.16343236,0
both,peephole_LSTM,-5.095552444,1.480167389,1
both,peephole_LSTM,2.478699923,-3.072377682,0
both,peephole_LSTM,-5.088240623,1.440126896,1
both,peephole_LSTM,-4.83695364,1.280939341,1
both,peephole_LSTM,-3.832727432,0.494188309,1
both,peephole_LSTM,-5.17416954,1.521810532,1
both,peephole_LSTM,-4.462547302,0.959629059,1
both,peephole_LSTM,-4.090974808,0.722639799,1
both,peephole_LSTM,2.797823668,-3.229403257,0
both,peephole_LSTM,2.957768202,-3.29159379,0
both,peephole_LSTM,2.244029284,-2.945692301,0
both,peephole_LSTM,-4.48724699,0.942266941,1
both,peephole_LSTM,2.883378267,-3.252870798,0
both,peephole_LSTM,2.040752172,-2.839396,0
both,peephole_LSTM,-2.979495049,3.32889533,1
both,peephole_LSTM,5.011121273,-1.960381031,0
both,peephole_LSTM,-3.063892126,3.385133505,1
both,peephole_LSTM,-2.936466694,3.304521084,1
both,peephole_LSTM,5.025732994,-1.972045183,0
both,peephole_LSTM,4.256960869,-1.396996737,0
both,peephole_LSTM,-3.224179745,3.495370865,1
both,peephole_LSTM,-3.055370569,3.382941723,1
both,peephole_LSTM,-2.966613531,3.320809841,1
both,peephole_LSTM,4.480218887,-1.55824852,0
both,peephole_LSTM,-3.06979084,3.399327755,1
both,peephole_LSTM,3.518966198,-0.827448905,0
both,peephole_LSTM,5.019575119,-1.967328548,0
both,peephole_LSTM,4.981662273,-1.931316853,0
both,peephole_LSTM,5.040534019,-1.984597921,0
both,peephole_LSTM,-3.045380592,3.366996288,1
both,peephole_LSTM,2.678853989,-3.600218058,0
both,peephole_LSTM,-3.291027308,2.589979887,1
both,peephole_LSTM,1.860038996,-2.699046612,0
both,peephole_LSTM,2.756393194,-3.675406694,0
both,peephole_LSTM,-3.304572105,2.60811305,1
both,peephole_LSTM,-3.352493763,2.660800695,1
both,peephole_LSTM,-3.418530464,2.723347187,1
both,peephole_LSTM,-3.252227068,2.498874903,1
both,peephole_LSTM,-3.285904408,2.577694416,1
both,peephole_LSTM,2.679039717,-3.594642878,0
both,peephole_LSTM,2.7112782,-3.63253212,0
both,peephole_LSTM,2.787765503,-3.697345734,0
both,peephole_LSTM,-3.299658537,2.592308998,1
both,peephole_LSTM,-3.211715221,2.503635883,1
both,peephole_LSTM,2.813004732,-3.725444794,0
both,peephole_LSTM,2.561192751,-3.481042385,0
both,peephole_LSTM,3.778593779,-2.326413155,0
both,peephole_LSTM,-2.758785009,2.811682701,1
both,peephole_LSTM,-3.24275589,3.263456345,1
both,peephole_LSTM,-3.363178492,3.400607347,1
both,peephole_LSTM,2.789973974,-1.576747179,0
both,peephole_LSTM,-3.136340857,3.133125305,1
both,peephole_LSTM,1.561288714,-0.632225573,0
both,peephole_LSTM,2.865103483,-1.640342236,0
both,peephole_LSTM,4.351460934,-2.64771533,0
both,peephole_LSTM,3.664262056,-2.290788651,0
both,peephole_LSTM,4.103658199,-2.50755167,0
both,peephole_LSTM,-3.255754709,3.31350565,1
both,peephole_LSTM,-3.327943087,3.345823526,1
both,peephole_LSTM,-3.302983761,3.355539799,1
both,peephole_LSTM,-3.209445238,3.26286006,1
both,peephole_LSTM,2.945556879,-1.703885078,0
both,peephole_LSTM,4.076007366,-2.380750179,0
both,peephole_LSTM,4.229725361,-2.281074047,0
both,peephole_LSTM,-2.653937817,4.198998451,1
both,peephole_LSTM,-2.533144474,4.026719093,1
both,peephole_LSTM,4.103504658,-2.388360977,0
both,peephole_LSTM,4.26418829,-2.483492136,0
both,peephole_LSTM,-2.672136307,4.226488113,1
both,peephole_LSTM,4.16705513,-2.414689779,0
both,peephole_LSTM,-2.539687157,3.95844388,1
both,peephole_LSTM,4.211341858,-2.454605341,0
both,peephole_LSTM,-2.531220436,4.076499939,1
both,peephole_LSTM,-2.646528721,4.228593826,1
both,peephole_LSTM,4.003868103,-2.359941006,0
both,peephole_LSTM,-2.619490623,4.144439697,1
both,peephole_LSTM,-2.572542191,4.132545471,1
both,peephole_LSTM,3.448512554,-2.01640892,0
both,peephole_LSTM,3.094434261,-3.648630619,0
both,peephole_LSTM,-3.808347464,2.149004459,1
both,peephole_LSTM,-3.797143459,2.137569904,1
both,peephole_LSTM,-1.493977666,0.786102653,1
both,peephole_LSTM,-0.779556274,0.37285912,1
both,peephole_LSTM,3.063788414,-3.340458393,0
both,peephole_LSTM,3.107771158,-3.549328327,0
both,peephole_LSTM,3.104027748,-3.463850975,0
both,peephole_LSTM,-4.5864501,2.780001402,1
both,peephole_LSTM,3.988634586,-4.134943962,0
both,peephole_LSTM,3.819320202,-3.893409014,0
both,peephole_LSTM,-4.61656189,2.764359713,1
both,peephole_LSTM,-4.391718388,2.577610254,1
both,peephole_LSTM,4.001754761,-4.02025032,0
both,peephole_LSTM,1.357761264,-4.702396393,0
both,peephole_LSTM,-0.291518331,-2.742781639,0
both,peephole_LSTM,-4.572463512,2.871716976,1
both,peephole_LSTM,1.045605779,-4.332766056,0
both,peephole_LSTM,-4.721629143,3.014649868,1
both,peephole_LSTM,1.350479007,-4.91416502,0
both,peephole_LSTM,-4.507118702,2.802830696,1
both,peephole_LSTM,-4.347148418,2.607074499,1
both,peephole_LSTM,2.976801872,-4.497237682,0
both,peephole_LSTM,2.993781805,-4.576128006,0
both,peephole_LSTM,-2.702105284,2.673766375,1
both,peephole_LSTM,-2.820718527,2.847365618,1
both,peephole_LSTM,-2.772200823,2.849353313,1
both,peephole_LSTM,3.000786543,-4.604462624,0
both,peephole_LSTM,-2.836826086,2.865952492,1
both,peephole_LSTM,2.946367502,-4.527963638,0
